cost_type,amount,time,stage_name
processing,32011.7947,21490.7143,Round_Grinding
wip_holding,274.3868,21490.7143,Round_Grinding
processing,50890.3441,21563.4148,Final_Inspection
wip_holding,436.2029,21563.4148,Final_Inspection
processing,42000.0,21623.4148,Packing
wip_holding,360.0,21623.4148,Packing
processing,234877.7213,21789.421,Turning_Milling
wip_holding,2013.2376,21789.421,Turning_Milling
processing,20670.4375,21818.9502,QC_Turning
wip_holding,177.1752,21818.9502,QC_Turning
processing,22915.3453,21851.6864,Laser_Marking
wip_holding,196.4172,21851.6864,Laser_Marking
processing,18882.5178,21878.6614,Lapping
wip_holding,161.8502,21878.6614,Lapping
processing,98249.3015,22019.0176,Round_Grinding
wip_holding,842.1369,22019.0176,Round_Grinding
processing,355020.6496,22143.565,Turning_Milling
wip_holding,3043.0341,22143.565,Turning_Milling
processing,59190.9457,22228.1235,QC_Turning
wip_holding,507.351,22228.1235,QC_Turning
processing,16393.377,22251.5426,Laser_Marking
wip_holding,140.5147,22251.5426,Laser_Marking
processing,65457.9683,22345.054,Lapping
wip_holding,561.0683,22345.054,Lapping
processing,42520.3922,22405.7974,Round_Grinding
wip_holding,364.4605,22405.7974,Round_Grinding
processing,321276.251,22477.9836,Final_Inspection
wip_holding,2753.7964,22477.9836,Final_Inspection
processing,28329.6943,22518.4546,Final_Inspection
wip_holding,675.9435,22518.4546,Final_Inspection
processing,42000.0,22537.9836,Packing
wip_holding,360.0,22537.9836,Packing
processing,42000.0,22597.9836,Packing
wip_holding,477.174,22597.9836,Packing
processing,432238.3824,23341.1571,Turning_Milling
wip_holding,3704.9004,23341.1571,Turning_Milling
processing,85745.4803,23463.6506,QC_Turning
wip_holding,734.9613,23463.6506,QC_Turning
processing,45227.2513,23528.261,Laser_Marking
wip_holding,387.6622,23528.261,Laser_Marking
processing,61413.0184,23615.9939,Lapping
wip_holding,526.3973,23615.9939,Lapping
processing,139083.2527,23814.6842,Round_Grinding
wip_holding,1192.1422,23814.6842,Round_Grinding
processing,30963.999,23858.9185,Final_Inspection
wip_holding,265.4057,23858.9185,Final_Inspection
processing,42000.0,23918.9185,Packing
wip_holding,360.0,23918.9185,Packing
processing,349745.8549,25306.5498,Turning_Milling
wip_holding,2997.8216,25306.5498,Turning_Milling
processing,75321.9869,25414.1526,QC_Turning
wip_holding,645.617,25414.1526,QC_Turning
processing,46366.3193,25480.3902,Laser_Marking
wip_holding,397.4256,25480.3902,Laser_Marking
processing,13759.4606,25500.0466,Lapping
wip_holding,117.9382,25500.0466,Lapping
processing,104481.4002,25649.3057,Round_Grinding
wip_holding,895.5549,25649.3057,Round_Grinding
processing,67945.5537,25746.3708,Final_Inspection
wip_holding,582.3905,25746.3708,Final_Inspection
processing,42000.0,25806.3708,Packing
wip_holding,360.0,25806.3708,Packing
processing,204651.8885,25824.9246,Turning_Milling
wip_holding,1754.159,25824.9246,Turning_Milling
processing,21675.0682,25855.889,QC_Turning
wip_holding,185.7863,25855.889,QC_Turning
processing,17594.7296,25881.0244,Laser_Marking
wip_holding,150.812,25881.0244,Laser_Marking
processing,52464.1765,25955.9732,Lapping
wip_holding,449.6929,25955.9732,Lapping
processing,40248.7104,26013.4713,Round_Grinding
wip_holding,344.9889,26013.4713,Round_Grinding
processing,25934.1433,26050.5201,Final_Inspection
wip_holding,222.2927,26050.5201,Final_Inspection
processing,42000.0,26110.5201,Packing
wip_holding,360.0,26110.5201,Packing
processing,150268.0513,26168.0737,Turning_Milling
wip_holding,1288.0119,26168.0737,Turning_Milling
processing,29070.5805,26209.6031,QC_Turning
wip_holding,249.1764,26209.6031,QC_Turning
processing,14713.1317,26230.6219,Laser_Marking
wip_holding,126.1126,26230.6219,Laser_Marking
processing,60980.7208,26317.7372,Lapping
wip_holding,522.6919,26317.7372,Lapping
processing,447191.5548,26549.7983,Turning_Milling
wip_holding,3833.0705,26549.7983,Turning_Milling
processing,28158.1473,26590.0243,QC_Turning
wip_holding,241.3555,26590.0243,QC_Turning
processing,52788.372,26665.4362,Laser_Marking
wip_holding,452.4718,26665.4362,Laser_Marking
processing,103394.4486,26813.1426,Lapping
wip_holding,886.2381,26813.1426,Lapping
processing,141206.0643,27014.8655,Round_Grinding
wip_holding,1210.3377,27014.8655,Round_Grinding
processing,53272.5168,27090.9691,Final_Inspection
wip_holding,456.6216,27090.9691,Final_Inspection
processing,542205.3894,27092.3163,Round_Grinding
wip_holding,4647.4748,27092.3163,Round_Grinding
processing,311372.8143,27099.7374,Turning_Milling
wip_holding,2668.9098,27099.7374,Turning_Milling
processing,253342.8738,27127.4868,Turning_Milling
wip_holding,2171.5103,27127.4868,Turning_Milling
processing,42000.0,27150.9691,Packing
wip_holding,360.0,27150.9691,Packing
processing,60326.7007,27178.4973,Final_Inspection
wip_holding,517.086,27178.4973,Final_Inspection
processing,42000.0,27238.4973,Packing
wip_holding,360.0,27238.4973,Packing
processing,171701.3565,27345.0251,QC_Turning
wip_holding,1471.7259,27345.0251,QC_Turning
processing,26890.8314,27383.4405,QC_Turning
wip_holding,1535.7227,27383.4405,QC_Turning
processing,123356.6514,27413.5218,Turning_Milling
wip_holding,1057.3427,27413.5218,Turning_Milling
processing,65065.3642,27437.9756,Laser_Marking
wip_holding,557.7031,27437.9756,Laser_Marking
processing,23864.9537,27472.0684,Lapping
wip_holding,204.5567,27472.0684,Lapping
processing,44673.5573,27477.3411,QC_Turning
wip_holding,382.9162,27477.3411,QC_Turning
processing,28337.5541,27478.4578,Laser_Marking
wip_holding,570.1036,27478.4578,Laser_Marking
processing,16946.1118,27502.6665,Lapping
wip_holding,145.2524,27502.6665,Lapping
processing,83151.6509,27597.2459,Laser_Marking
wip_holding,719.4285,27597.2459,Laser_Marking
processing,72396.6488,27606.0903,Round_Grinding
wip_holding,620.5427,27606.0903,Round_Grinding
processing,99506.7483,27614.2209,Round_Grinding
wip_holding,852.915,27614.2209,Round_Grinding
processing,83851.2511,27717.0334,Lapping
wip_holding,718.725,27717.0334,Lapping
processing,138251.8717,27803.593,Final_Inspection
wip_holding,1185.016,27803.593,Final_Inspection
processing,42000.0,27863.593,Packing
wip_holding,360.0,27863.593,Packing
processing,83290.5826,27922.5795,Final_Inspection
wip_holding,1850.152,27922.5795,Final_Inspection
processing,42000.0,27982.5795,Packing
wip_holding,360.0,27982.5795,Packing
processing,296260.9167,28140.2633,Round_Grinding
wip_holding,2539.3793,28140.2633,Round_Grinding
processing,58092.1272,28223.252,Final_Inspection
wip_holding,497.9325,28223.252,Final_Inspection
processing,42000.0,28283.252,Packing
wip_holding,360.0,28283.252,Packing
processing,499394.8477,28409.342,Turning_Milling
wip_holding,4280.5273,28409.342,Turning_Milling
processing,15897.2169,28432.0523,QC_Turning
wip_holding,136.2619,28432.0523,QC_Turning
processing,27178.393,28470.8786,Laser_Marking
wip_holding,232.9577,28470.8786,Laser_Marking
processing,121784.5215,28760.0754,Turning_Milling
wip_holding,1043.8673,28760.0754,Turning_Milling
processing,39519.0561,28816.5312,QC_Turning
wip_holding,338.7348,28816.5312,QC_Turning
processing,28384.5101,28857.0805,Laser_Marking
wip_holding,243.2958,28857.0805,Laser_Marking
processing,121128.1566,29030.1207,Lapping
wip_holding,1038.2413,29030.1207,Lapping
processing,406319.4086,29051.3349,Lapping
wip_holding,3482.7378,29051.3349,Lapping
processing,157294.6537,29137.4983,Turning_Milling
wip_holding,1348.2399,29137.4983,Turning_Milling
processing,58803.606,29257.0604,Turning_Milling
wip_holding,504.0309,29257.0604,Turning_Milling
processing,180058.1169,29308.5608,Round_Grinding
wip_holding,1543.3553,29308.5608,Round_Grinding
processing,81232.5806,29350.5292,Turning_Milling
wip_holding,696.2793,29350.5292,Turning_Milling
processing,30335.8389,29351.8977,Final_Inspection
wip_holding,260.0215,29351.8977,Final_Inspection
processing,42000.0,29411.8977,Packing
wip_holding,360.0,29411.8977,Packing
processing,229822.2607,29465.8158,QC_Turning
wip_holding,1969.9051,29465.8158,QC_Turning
processing,316778.3131,29482.6612,Round_Grinding
wip_holding,2715.2427,29482.6612,Round_Grinding
processing,11878.0833,29482.7845,QC_Turning
wip_holding,1354.3446,29482.7845,QC_Turning
processing,7056.5663,29492.8653,QC_Turning
wip_holding,854.0166,29492.8653,QC_Turning
processing,80417.4306,29580.6978,Laser_Marking
wip_holding,689.2923,29580.6978,Laser_Marking
processing,6190.8688,29589.5419,Lapping
wip_holding,53.0646,29589.5419,Lapping
processing,7801.6962,29591.8431,Laser_Marking
wip_holding,654.3518,29591.8431,Laser_Marking
processing,22691.667,29624.2598,Laser_Marking
wip_holding,788.367,29624.2598,Laser_Marking
processing,29854.5592,29634.4925,Lapping
wip_holding,255.8962,29634.4925,Lapping
processing,154673.9021,29703.6239,Final_Inspection
wip_holding,1325.7763,29703.6239,Final_Inspection
processing,60330.1525,29710.4457,Lapping
wip_holding,517.1156,29710.4457,Lapping
processing,81566.1794,29751.0156,Round_Grinding
wip_holding,699.1387,29751.0156,Round_Grinding
processing,42000.0,29763.6239,Packing
wip_holding,360.0,29763.6239,Packing
processing,17687.6342,29776.2836,Final_Inspection
wip_holding,151.6083,29776.2836,Final_Inspection
processing,68514.4181,29808.3235,Round_Grinding
wip_holding,587.2664,29808.3235,Round_Grinding
processing,42000.0,29836.2836,Packing
wip_holding,360.0,29836.2836,Packing
processing,211303.6893,29891.4043,Round_Grinding
wip_holding,1811.1745,29891.4043,Round_Grinding
processing,66936.4387,29903.9469,Final_Inspection
wip_holding,573.7409,29903.9469,Final_Inspection
processing,42000.0,29963.9469,Packing
wip_holding,360.0,29963.9469,Packing
processing,106814.1259,30056.5385,Final_Inspection
wip_holding,990.8052,30056.5385,Final_Inspection
processing,42000.0,30116.5385,Packing
wip_holding,360.0,30116.5385,Packing
processing,136685.0153,30767.4051,Turning_Milling
wip_holding,1171.5858,30767.4051,Turning_Milling
processing,77408.7185,30877.989,QC_Turning
wip_holding,663.5033,30877.989,QC_Turning
processing,28170.7142,30918.2328,Laser_Marking
wip_holding,241.4633,30918.2328,Laser_Marking
processing,109178.5679,31074.2022,Lapping
wip_holding,935.8163,31074.2022,Lapping
processing,239932.6135,31668.9567,Turning_Milling
wip_holding,2056.5653,31668.9567,Turning_Milling
processing,7679.5448,31679.9274,QC_Turning
wip_holding,65.8247,31679.9274,QC_Turning
processing,67791.7366,31776.7728,Laser_Marking
wip_holding,581.072,31776.7728,Laser_Marking
processing,51777.2611,31850.7403,Lapping
wip_holding,443.8051,31850.7403,Lapping
processing,314324.9064,31941.0039,Turning_Milling
wip_holding,2694.2135,31941.0039,Turning_Milling
processing,9363.3223,31954.3801,QC_Turning
wip_holding,80.257,31954.3801,QC_Turning
processing,34813.7725,32004.1141,Laser_Marking
wip_holding,298.4038,32004.1141,Laser_Marking
processing,657424.7113,32013.3804,Round_Grinding
wip_holding,5635.069,32013.3804,Round_Grinding
processing,132405.6754,32039.8913,Round_Grinding
wip_holding,1134.9058,32039.8913,Round_Grinding
processing,43336.6546,32075.2899,Final_Inspection
wip_holding,371.457,32075.2899,Final_Inspection
processing,73171.0037,32108.6441,Lapping
wip_holding,627.18,32108.6441,Lapping
processing,42000.0,32135.2899,Packing
wip_holding,360.0,32135.2899,Packing
processing,79263.6502,32188.5237,Final_Inspection
wip_holding,891.7945,32188.5237,Final_Inspection
processing,42000.0,32248.5237,Packing
wip_holding,360.0,32248.5237,Packing
processing,214073.1231,32414.4628,Round_Grinding
wip_holding,1834.9125,32414.4628,Round_Grinding
processing,130326.6845,32539.5918,Turning_Milling
wip_holding,1117.0859,32539.5918,Turning_Milling
processing,91927.0461,32545.7872,Final_Inspection
wip_holding,787.9461,32545.7872,Final_Inspection
processing,20054.5033,32568.2411,QC_Turning
wip_holding,171.8957,32568.2411,QC_Turning
processing,23015.1901,32601.12,Laser_Marking
wip_holding,197.2731,32601.12,Laser_Marking
processing,42000.0,32605.7872,Packing
wip_holding,360.0,32605.7872,Packing
processing,52227.3834,32675.7305,Lapping
wip_holding,447.6633,32675.7305,Lapping
processing,79535.6255,32789.3528,Round_Grinding
wip_holding,681.7339,32789.3528,Round_Grinding
processing,176603.6866,33041.6438,Final_Inspection
wip_holding,1513.7459,33041.6438,Final_Inspection
processing,42000.0,33101.6438,Packing
wip_holding,360.0,33101.6438,Packing
processing,382747.8798,33755.6442,Turning_Milling
wip_holding,3280.6961,33755.6442,Turning_Milling
processing,10986.2077,33771.3388,QC_Turning
wip_holding,94.1675,33771.3388,QC_Turning
processing,131913.6135,33959.7868,Laser_Marking
wip_holding,1130.6881,33959.7868,Laser_Marking
processing,300261.7085,33979.1909,Turning_Milling
wip_holding,2573.6718,33979.1909,Turning_Milling
processing,22105.4099,34010.7701,QC_Turning
wip_holding,189.4749,34010.7701,QC_Turning
processing,35570.8198,34061.5856,Laser_Marking
wip_holding,304.8927,34061.5856,Laser_Marking
processing,63432.3895,34152.2033,Lapping
wip_holding,543.7062,34152.2033,Lapping
processing,137184.2405,34155.7643,Lapping
wip_holding,1175.8649,34155.7643,Lapping
processing,97292.9482,34294.7542,Round_Grinding
wip_holding,833.9396,34294.7542,Round_Grinding
processing,206289.5749,34446.9026,Round_Grinding
wip_holding,1768.1964,34446.9026,Round_Grinding
processing,177364.0233,34548.1314,Final_Inspection
wip_holding,1520.2631,34548.1314,Final_Inspection
processing,34239.3244,34597.0447,Final_Inspection
wip_holding,900.8525,34597.0447,Final_Inspection
processing,42000.0,34608.1314,Packing
wip_holding,360.0,34608.1314,Packing
processing,42000.0,34668.1314,Packing
wip_holding,426.5201,34668.1314,Packing
processing,409943.0222,34785.9393,Turning_Milling
wip_holding,3513.7973,34785.9393,Turning_Milling
processing,87252.8329,34910.5862,QC_Turning
wip_holding,747.8814,34910.5862,QC_Turning
processing,34458.2709,34959.8123,Laser_Marking
wip_holding,295.3566,34959.8123,Laser_Marking
processing,57685.5997,35042.2203,Lapping
wip_holding,494.448,35042.2203,Lapping
processing,234889.2325,35377.7763,Round_Grinding
wip_holding,2013.3363,35377.7763,Round_Grinding
processing,168883.6093,35619.0386,Final_Inspection
wip_holding,1447.5738,35619.0386,Final_Inspection
processing,42000.0,35679.0386,Packing
wip_holding,360.0,35679.0386,Packing
processing,215535.2256,35701.8977,Turning_Milling
wip_holding,1847.4448,35701.8977,Turning_Milling
processing,230122.1306,35739.0709,Turning_Milling
wip_holding,1972.4754,35739.0709,Turning_Milling
processing,130039.4347,35901.8985,Turning_Milling
wip_holding,1114.6237,35901.8985,Turning_Milling
processing,161986.414,35933.3069,QC_Turning
wip_holding,1388.455,35933.3069,QC_Turning
processing,37317.0132,35986.6169,QC_Turning
wip_holding,1485.2757,35986.6169,QC_Turning
processing,38549.7132,35988.3779,Laser_Marking
wip_holding,330.4261,35988.3779,Laser_Marking
processing,23055.523,36021.3143,Lapping
wip_holding,197.6188,36021.3143,Lapping
processing,28727.7009,36027.6564,QC_Turning
wip_holding,754.5479,36027.6564,QC_Turning
processing,30558.4442,36032.0328,Laser_Marking
wip_holding,272.4955,36032.0328,Laser_Marking
processing,16719.7768,36055.9182,Lapping
wip_holding,143.3124,36055.9182,Lapping
processing,17949.644,36057.6751,Laser_Marking
wip_holding,180.1122,36057.6751,Laser_Marking
processing,66272.0326,36152.3495,Lapping
wip_holding,568.046,36152.3495,Lapping
processing,141833.7713,36223.934,Round_Grinding
wip_holding,1215.718,36223.934,Round_Grinding
processing,121959.6118,36230.1462,Round_Grinding
wip_holding,1045.3681,36230.1462,Round_Grinding
processing,97464.4171,36291.5844,Round_Grinding
wip_holding,835.4093,36291.5844,Round_Grinding
processing,258756.5524,36593.5862,Final_Inspection
wip_holding,2217.9133,36593.5862,Final_Inspection
processing,42000.0,36653.5862,Packing
wip_holding,360.0,36653.5862,Packing
processing,337804.0691,36854.2547,Turning_Milling
wip_holding,2895.4634,36854.2547,Turning_Milling
processing,214118.5399,36899.4699,Final_Inspection
wip_holding,4015.9419,36899.4699,Final_Inspection
processing,76110.2286,36917.0185,Turning_Milling
wip_holding,652.3734,36917.0185,Turning_Milling
processing,45505.042,36919.2619,QC_Turning
wip_holding,390.0432,36919.2619,QC_Turning
processing,29901.0009,36942.1856,Final_Inspection
wip_holding,3903.6073,36942.1856,Final_Inspection
processing,42000.0,36959.4699,Packing
wip_holding,360.0,36959.4699,Packing
processing,32222.0898,36965.2935,Laser_Marking
wip_holding,276.1893,36965.2935,Laser_Marking
processing,42000.0,37019.4699,Packing
wip_holding,463.7057,37019.4699,Packing
processing,70704.9223,37020.269,QC_Turning
wip_holding,619.5029,37020.269,QC_Turning
processing,48816.2272,37035.0309,Lapping
wip_holding,418.4248,37035.0309,Lapping
processing,33090.0881,37067.5405,Laser_Marking
wip_holding,283.6293,37067.5405,Laser_Marking
processing,144193.0993,37273.5307,Lapping
wip_holding,1235.9409,37273.5307,Lapping
processing,178284.2328,37289.7227,Round_Grinding
wip_holding,1528.1506,37289.7227,Round_Grinding
processing,17954.4662,37315.3719,Final_Inspection
wip_holding,153.8954,37315.3719,Final_Inspection
processing,31379.9855,37318.3592,Round_Grinding
wip_holding,268.9713,37318.3592,Round_Grinding
processing,42000.0,37375.3719,Packing
wip_holding,360.0,37375.3719,Packing
processing,141872.5383,37521.0343,Final_Inspection
wip_holding,1216.0503,37521.0343,Final_Inspection
processing,42000.0,37581.0343,Packing
wip_holding,360.0,37581.0343,Packing
processing,580754.7596,38117.2641,Turning_Milling
wip_holding,4977.8979,38117.2641,Turning_Milling
processing,32107.2296,38163.1315,QC_Turning
wip_holding,275.2048,38163.1315,QC_Turning
processing,33632.0912,38211.1774,Laser_Marking
wip_holding,288.2751,38211.1774,Laser_Marking
processing,101496.9663,38265.1987,Turning_Milling
wip_holding,869.974,38265.1987,Turning_Milling
processing,247277.826,38276.6184,Turning_Milling
wip_holding,2119.5242,38276.6184,Turning_Milling
processing,207389.608,38325.7275,Turning_Milling
wip_holding,1777.6252,38325.7275,Turning_Milling
processing,129333.9479,38395.9402,Lapping
wip_holding,1108.5767,38395.9402,Lapping
processing,185250.3833,38529.8421,QC_Turning
wip_holding,1587.8604,38529.8421,QC_Turning
processing,29181.7361,38571.5303,QC_Turning
wip_holding,1769.4713,38571.5303,QC_Turning
processing,45584.8791,38594.9633,Laser_Marking
wip_holding,390.7275,38594.9633,Laser_Marking
processing,30346.4799,38614.8824,QC_Turning
wip_holding,1734.9294,38614.8824,QC_Turning
processing,23429.894,38628.4346,Laser_Marking
wip_holding,341.426,38628.4346,Laser_Marking
processing,10819.6591,38643.8912,Laser_Marking
wip_holding,174.0533,38643.8912,Laser_Marking
processing,16977.5607,38652.6883,Lapping
wip_holding,145.5219,38652.6883,Lapping
processing,50401.0545,38666.9648,Lapping
wip_holding,432.009,38666.9648,Lapping
processing,182350.1261,38680.4979,Turning_Milling
wip_holding,1563.0011,38680.4979,Turning_Milling
processing,215083.6071,38703.2025,Round_Grinding
wip_holding,1843.5738,38703.2025,Round_Grinding
processing,64586.723,38744.955,Lapping
wip_holding,606.3825,38744.955,Lapping
processing,119186.143,38750.8954,Turning_Milling
wip_holding,1021.5955,38750.8954,Turning_Milling
processing,128265.3551,38863.7341,QC_Turning
wip_holding,1099.4173,38863.7341,QC_Turning
processing,157892.0292,38878.2483,Round_Grinding
wip_holding,1353.3603,38878.2483,Round_Grinding
processing,147558.0709,38913.9997,Final_Inspection
wip_holding,1264.7835,38913.9997,Final_Inspection
processing,35569.1296,38914.5471,Laser_Marking
wip_holding,304.8783,38914.5471,Laser_Marking
processing,21273.8871,38944.9384,Lapping
wip_holding,182.3476,38944.9384,Lapping
processing,142872.077,38949.058,Round_Grinding
wip_holding,1224.6178,38949.058,Round_Grinding
processing,42000.0,38973.9997,Packing
wip_holding,360.0,38973.9997,Packing
processing,27623.5312,38984.4006,Round_Grinding
wip_holding,236.7731,38984.4006,Round_Grinding
processing,283733.4598,39072.2983,Round_Grinding
wip_holding,2432.0011,39072.2983,Round_Grinding
processing,148618.5098,39076.0463,QC_Turning
wip_holding,1950.9049,39076.0463,QC_Turning
processing,143021.4548,39118.3161,Final_Inspection
wip_holding,1440.4067,39118.3161,Final_Inspection
processing,44497.242,39139.6138,Laser_Marking
wip_holding,381.4049,39139.6138,Laser_Marking
processing,42000.0,39178.3161,Packing
wip_holding,360.0,39178.3161,Packing
processing,30827.2551,39183.6527,Lapping
wip_holding,264.2336,39183.6527,Lapping
processing,297888.392,39277.1898,Turning_Milling
wip_holding,2553.3291,39277.1898,Turning_Milling
processing,77738.4094,39294.7076,Round_Grinding
wip_holding,666.3292,39294.7076,Round_Grinding
processing,15523.9863,39299.367,QC_Turning
wip_holding,133.0627,39299.367,QC_Turning
defect,90000.0,39299.367,QC_Turning
processing,145840.9875,39326.6603,Final_Inspection
wip_holding,2265.6143,39326.6603,Final_Inspection
processing,28599.8111,39367.5172,Final_Inspection
wip_holding,2298.6997,39367.5172,Final_Inspection
processing,57448.7143,39381.4365,Laser_Marking
wip_holding,492.4176,39381.4365,Laser_Marking
processing,42000.0,39386.6603,Packing
wip_holding,360.0,39386.6603,Packing
processing,24291.8759,39416.1392,Lapping
wip_holding,208.2161,39416.1392,Lapping
processing,44740.9073,39431.4328,Final_Inspection
wip_holding,2154.8068,39431.4328,Final_Inspection
processing,42000.0,39446.6603,Packing
wip_holding,474.8588,39446.6603,Packing
processing,42000.0,39506.6603,Packing
wip_holding,451.3653,39506.6603,Packing
processing,54694.7484,39509.5682,Final_Inspection
wip_holding,1289.1636,39509.5682,Final_Inspection
processing,42000.0,39569.5682,Packing
wip_holding,360.0,39569.5682,Packing
processing,146663.8531,39625.659,Round_Grinding
wip_holding,1257.1187,39625.659,Round_Grinding
processing,21776.3354,39656.7681,Final_Inspection
wip_holding,186.6543,39656.7681,Final_Inspection
processing,42000.0,39716.7681,Packing
wip_holding,360.0,39716.7681,Packing
processing,54784.0149,40495.8496,Turning_Milling
wip_holding,469.5773,40495.8496,Turning_Milling
processing,50240.5335,40567.6218,QC_Turning
wip_holding,430.6331,40567.6218,QC_Turning
processing,33087.9538,40614.8903,Laser_Marking
wip_holding,283.611,40614.8903,Laser_Marking
processing,59733.1246,40700.2233,Lapping
wip_holding,511.9982,40700.2233,Lapping
processing,64833.1839,40981.5144,Turning_Milling
wip_holding,555.713,40981.5144,Turning_Milling
processing,233918.5551,41034.3927,Round_Grinding
wip_holding,2005.0162,41034.3927,Round_Grinding
processing,76234.5632,41090.4209,QC_Turning
wip_holding,653.4391,41090.4209,QC_Turning
processing,26590.8463,41128.4078,Laser_Marking
wip_holding,227.9215,41128.4078,Laser_Marking
processing,29620.1096,41170.7222,Lapping
wip_holding,253.8867,41170.7222,Lapping
processing,129103.174,41218.8258,Final_Inspection
wip_holding,1106.5986,41218.8258,Final_Inspection
processing,39310.9497,41226.8807,Round_Grinding
wip_holding,336.951,41226.8807,Round_Grinding
processing,42000.0,41278.8258,Packing
wip_holding,360.0,41278.8258,Packing
processing,121991.9944,41401.155,Final_Inspection
wip_holding,1045.6457,41401.155,Final_Inspection
processing,135111.4405,41428.2429,Turning_Milling
wip_holding,1158.0981,41428.2429,Turning_Milling
processing,42000.0,41461.155,Packing
wip_holding,360.0,41461.155,Packing
processing,68138.195,41525.5832,QC_Turning
wip_holding,584.0417,41525.5832,QC_Turning
defect,90000.0,41525.5832,QC_Turning
processing,14674.6174,41546.5469,Laser_Marking
wip_holding,125.7824,41546.5469,Laser_Marking
processing,60034.7583,41632.3108,Lapping
wip_holding,514.5836,41632.3108,Lapping
processing,73568.5316,41737.4087,Round_Grinding
wip_holding,630.5874,41737.4087,Round_Grinding
processing,37587.5925,41791.1053,Final_Inspection
wip_holding,322.1794,41791.1053,Final_Inspection
processing,42000.0,41851.1053,Packing
wip_holding,360.0,41851.1053,Packing
processing,144390.9816,42173.9974,Turning_Milling
wip_holding,1237.637,42173.9974,Turning_Milling
processing,244517.1927,42186.0703,Turning_Milling
wip_holding,2095.8617,42186.0703,Turning_Milling
processing,44672.4919,42237.8153,QC_Turning
wip_holding,382.9071,42237.8153,QC_Turning
processing,43215.1004,42299.5511,Laser_Marking
wip_holding,370.4151,42299.5511,Laser_Marking
processing,11500.2332,42315.98,Lapping
wip_holding,98.5734,42315.98,Lapping
processing,72980.9143,42342.0737,QC_Turning
wip_holding,936.0207,42342.0737,QC_Turning
processing,41548.7423,42401.4291,Laser_Marking
wip_holding,356.1321,42401.4291,Laser_Marking
processing,90878.6991,42445.8068,Round_Grinding
wip_holding,778.9603,42445.8068,Round_Grinding
processing,52188.9079,42520.3623,Final_Inspection
wip_holding,447.3335,42520.3623,Final_Inspection
processing,42000.0,42580.3623,Packing
wip_holding,360.0,42580.3623,Packing
processing,166092.6681,42638.7043,Lapping
wip_holding,1423.6514,42638.7043,Lapping
processing,95025.4647,42774.455,Round_Grinding
wip_holding,814.504,42774.455,Round_Grinding
processing,31284.0201,42819.1464,Final_Inspection
wip_holding,268.1487,42819.1464,Final_Inspection
processing,42000.0,42879.1464,Packing
wip_holding,360.0,42879.1464,Packing
processing,230263.7949,43760.0909,Turning_Milling
wip_holding,1973.6897,43760.0909,Turning_Milling
processing,84202.964,43880.3808,QC_Turning
wip_holding,721.7397,43880.3808,QC_Turning
processing,7096.7885,43890.5191,Laser_Marking
wip_holding,60.8296,43890.5191,Laser_Marking
processing,61622.8035,43978.5517,Lapping
wip_holding,528.1955,43978.5517,Lapping
processing,53327.5624,44054.7339,Round_Grinding
wip_holding,457.0934,44054.7339,Round_Grinding
processing,203936.1822,44346.0713,Final_Inspection
wip_holding,1748.0244,44346.0713,Final_Inspection
processing,42000.0,44406.0713,Packing
wip_holding,360.0,44406.0713,Packing
processing,1557480.7438,44958.3436,Turning_Milling
wip_holding,13349.8349,44958.3436,Turning_Milling
processing,44118.5314,45021.3701,QC_Turning
wip_holding,378.1588,45021.3701,QC_Turning
processing,25854.0024,45058.3044,Laser_Marking
wip_holding,221.6057,45058.3044,Laser_Marking
processing,134290.4053,45072.3523,Turning_Milling
wip_holding,1151.0606,45072.3523,Turning_Milling
processing,27449.4584,45111.5658,QC_Turning
wip_holding,235.2811,45111.5658,QC_Turning
processing,38069.2735,45112.6891,Lapping
wip_holding,326.3081,45112.6891,Lapping
processing,62615.4792,45202.1398,Round_Grinding
wip_holding,536.7041,45202.1398,Round_Grinding
processing,106368.2164,45263.5204,Laser_Marking
wip_holding,911.7276,45263.5204,Laser_Marking
processing,74973.1504,45370.6249,Lapping
wip_holding,642.627,45370.6249,Lapping
processing,144144.4526,45408.0604,Final_Inspection
wip_holding,1235.5239,45408.0604,Final_Inspection
processing,42000.0,45468.0604,Packing
wip_holding,360.0,45468.0604,Packing
processing,181250.8756,45629.5548,Round_Grinding
wip_holding,1553.5789,45629.5548,Round_Grinding
processing,230456.7608,45642.6327,Turning_Milling
wip_holding,1975.3437,45642.6327,Turning_Milling
processing,126334.3139,45823.1103,QC_Turning
wip_holding,1082.8655,45823.1103,QC_Turning
processing,53938.8149,45900.1657,Laser_Marking
wip_holding,462.3327,45900.1657,Laser_Marking
processing,199576.7102,45914.6643,Final_Inspection
wip_holding,1710.6575,45914.6643,Final_Inspection
processing,32424.8155,45946.4869,Lapping
wip_holding,277.927,45946.4869,Lapping
processing,42000.0,45974.6643,Packing
wip_holding,360.0,45974.6643,Packing
processing,113076.245,46108.0244,Round_Grinding
wip_holding,969.225,46108.0244,Round_Grinding
processing,63759.2286,46199.109,Final_Inspection
wip_holding,546.5077,46199.109,Final_Inspection
processing,42000.0,46259.109,Packing
wip_holding,360.0,46259.109,Packing
processing,470611.076,47913.1994,Turning_Milling
wip_holding,4033.8092,47913.1994,Turning_Milling
processing,23420.7127,47946.6576,QC_Turning
wip_holding,200.749,47946.6576,QC_Turning
processing,52982.7093,48022.3472,Laser_Marking
