cost_type,amount,time,stage_name
processing,21332.4713,71212.1739,Laser_Marking
wip_holding,182.8498,71212.1739,Laser_Marking
processing,42000.0,71250.8204,Packing
wip_holding,360.0,71250.8204,Packing
processing,106069.424,71363.7017,Lapping
wip_holding,909.1665,71363.7017,Lapping
processing,232439.2773,71695.7578,Round_Grinding
wip_holding,1992.3367,71695.7578,Round_Grinding
processing,140873.0671,71897.005,Final_Inspection
wip_holding,1207.4834,71897.005,Final_Inspection
processing,42000.0,71957.005,Packing
wip_holding,360.0,71957.005,Packing
processing,399641.2058,72148.3901,Turning_Milling
wip_holding,3425.496,72148.3901,Turning_Milling
processing,24144.4833,72182.8822,QC_Turning
wip_holding,206.9527,72182.8822,QC_Turning
processing,35708.0977,72233.8937,Laser_Marking
wip_holding,306.0694,72233.8937,Laser_Marking
processing,22124.3787,72265.5,Lapping
wip_holding,189.6375,72265.5,Lapping
processing,124650.932,72443.5728,Round_Grinding
wip_holding,1068.4366,72443.5728,Round_Grinding
processing,11149.5454,72459.5007,Final_Inspection
wip_holding,95.5675,72459.5007,Final_Inspection
processing,42000.0,72519.5007,Packing
wip_holding,360.0,72519.5007,Packing
processing,111328.35,72559.4976,Turning_Milling
wip_holding,954.243,72559.4976,Turning_Milling
processing,65911.7583,72653.6573,QC_Turning
wip_holding,564.9579,72653.6573,QC_Turning
processing,16750.7831,72677.587,Laser_Marking
wip_holding,143.5781,72677.587,Laser_Marking
processing,97490.4821,72816.8591,Lapping
wip_holding,835.6327,72816.8591,Lapping
processing,21849.5918,72848.0728,Round_Grinding
wip_holding,187.2822,72848.0728,Round_Grinding
processing,191600.0647,73121.7872,Final_Inspection
wip_holding,1642.2863,73121.7872,Final_Inspection
processing,42000.0,73181.7872,Packing
wip_holding,360.0,73181.7872,Packing
processing,167962.6668,73827.3141,Turning_Milling
wip_holding,1439.68,73827.3141,Turning_Milling
processing,32409.5896,73873.6135,QC_Turning
wip_holding,277.7965,73873.6135,QC_Turning
processing,19073.1903,73900.8609,Laser_Marking
wip_holding,163.4845,73900.8609,Laser_Marking
processing,153042.4578,74119.493,Lapping
wip_holding,1311.7925,74119.493,Lapping
processing,53645.9632,74196.1301,Round_Grinding
wip_holding,459.8225,74196.1301,Round_Grinding
processing,56876.3106,74277.382,Final_Inspection
wip_holding,487.5112,74277.382,Final_Inspection
processing,42000.0,74337.382,Packing
wip_holding,360.0,74337.382,Packing
processing,56090.8144,74917.1724,Turning_Milling
wip_holding,480.7784,74917.1724,Turning_Milling
processing,70086.8058,75017.2964,QC_Turning
wip_holding,600.7441,75017.2964,QC_Turning
processing,158983.4425,75066.8431,Turning_Milling
wip_holding,1362.7152,75066.8431,Turning_Milling
processing,21924.3759,75098.1636,QC_Turning
wip_holding,187.9232,75098.1636,QC_Turning
defect,90000.0,75098.1636,QC_Turning
processing,77088.639,75127.423,Laser_Marking
wip_holding,660.7598,75127.423,Laser_Marking
processing,9393.6254,75140.8425,Laser_Marking
wip_holding,256.0732,75140.8425,Laser_Marking
processing,80151.7057,75255.3449,Lapping
wip_holding,687.0146,75255.3449,Lapping
processing,103677.3503,75275.5335,Lapping
wip_holding,888.663,75275.5335,Lapping
processing,83394.1232,75374.4794,Round_Grinding
wip_holding,714.8068,75374.4794,Round_Grinding
processing,125975.2168,75554.444,Final_Inspection
wip_holding,1079.7876,75554.444,Final_Inspection
processing,206288.2944,75570.2311,Round_Grinding
wip_holding,1768.1854,75570.2311,Round_Grinding
processing,42000.0,75614.444,Packing
wip_holding,360.0,75614.444,Packing
processing,162044.2011,75801.7228,Final_Inspection
wip_holding,1388.9503,75801.7228,Final_Inspection
processing,42000.0,75861.7228,Packing
wip_holding,360.0,75861.7228,Packing
processing,375102.4374,76196.1755,Turning_Milling
wip_holding,3215.1637,76196.1755,Turning_Milling
processing,20511.0329,76225.477,QC_Turning
wip_holding,175.8089,76225.477,QC_Turning
processing,200289.6287,76278.8653,Turning_Milling
wip_holding,1716.7682,76278.8653,Turning_Milling
processing,38616.6056,76280.6436,Laser_Marking
wip_holding,330.9995,76280.6436,Laser_Marking
processing,8340.3943,76290.7801,QC_Turning
wip_holding,71.4891,76290.7801,QC_Turning
processing,22406.2612,76312.6525,Lapping
wip_holding,192.0537,76312.6525,Lapping
processing,16415.0867,76314.2302,Laser_Marking
wip_holding,140.7007,76314.2302,Laser_Marking
processing,25754.8227,76351.0229,Lapping
wip_holding,220.7556,76351.0229,Lapping
processing,322747.1869,76373.9863,Turning_Milling
wip_holding,2766.4045,76373.9863,Turning_Milling
processing,123327.9489,76428.063,Turning_Milling
wip_holding,1057.0967,76428.063,Turning_Milling
processing,64287.5248,76442.8622,Round_Grinding
wip_holding,551.0359,76442.8622,Round_Grinding
processing,67696.59,76470.6958,QC_Turning
wip_holding,580.2565,76470.6958,QC_Turning
processing,12206.5865,76488.1337,Laser_Marking
wip_holding,104.6279,76488.1337,Laser_Marking
processing,24153.0761,76522.6381,Lapping
wip_holding,207.0264,76522.6381,Lapping
processing,59116.6459,76527.3145,Final_Inspection
wip_holding,506.7141,76527.3145,Final_Inspection
processing,184438.241,76576.1357,Round_Grinding
wip_holding,1580.8992,76576.1357,Round_Grinding
processing,42000.0,76587.3145,Packing
wip_holding,360.0,76587.3145,Packing
processing,112132.7184,76682.8277,Round_Grinding
wip_holding,961.1376,76682.8277,Round_Grinding
processing,77281.7447,76686.5382,Final_Inspection
wip_holding,662.415,76686.5382,Final_Inspection
processing,42000.0,76746.5382,Packing
wip_holding,360.0,76746.5382,Packing
processing,195945.3489,76750.6177,QC_Turning
wip_holding,1935.328,76750.6177,QC_Turning
processing,47782.9136,76754.7995,Final_Inspection
wip_holding,431.8306,76754.7995,Final_Inspection
processing,42000.0,76814.7995,Packing
wip_holding,360.0,76814.7995,Packing
processing,50309.891,76822.489,Laser_Marking
wip_holding,431.2276,76822.489,Laser_Marking
processing,109032.9625,76908.4448,Turning_Milling
wip_holding,934.5682,76908.4448,Turning_Milling
processing,277317.8725,76954.0351,Turning_Milling
wip_holding,2377.0103,76954.0351,Turning_Milling
processing,60169.1842,76994.4008,QC_Turning
wip_holding,515.7359,76994.4008,QC_Turning
processing,18827.0399,77021.2966,QC_Turning
wip_holding,403.569,77021.2966,QC_Turning
processing,150775.5459,77037.8826,Lapping
wip_holding,1292.3618,77037.8826,Lapping
processing,95505.5462,77130.8373,Laser_Marking
wip_holding,818.619,77130.8373,Laser_Marking
processing,20263.4158,77159.7851,Lapping
wip_holding,173.6864,77159.7851,Lapping
processing,93681.4729,77171.7133,Round_Grinding
wip_holding,802.9841,77171.7133,Round_Grinding
processing,77099.4313,77269.9271,Round_Grinding
wip_holding,660.8523,77269.9271,Round_Grinding
processing,120712.7877,77303.2842,Laser_Marking
wip_holding,1691.9254,77303.2842,Laser_Marking
processing,164550.2255,77406.785,Final_Inspection
wip_holding,1410.4305,77406.785,Final_Inspection
processing,75820.459,77411.5991,Lapping
wip_holding,649.8896,77411.5991,Lapping
processing,42000.0,77466.785,Packing
wip_holding,360.0,77466.785,Packing
processing,65911.1097,77505.7578,Round_Grinding
wip_holding,564.9524,77505.7578,Round_Grinding
processing,79868.1123,77520.8823,Final_Inspection
wip_holding,1505.7314,77520.8823,Final_Inspection
processing,42000.0,77580.8823,Packing
wip_holding,360.0,77580.8823,Packing
processing,165045.5404,77756.6617,Final_Inspection
wip_holding,1505.423,77756.6617,Final_Inspection
processing,42000.0,77816.6617,Packing
wip_holding,360.0,77816.6617,Packing
processing,68299.3456,78807.596,Turning_Milling
wip_holding,585.423,78807.596,Turning_Milling
processing,165159.9971,78849.0948,Turning_Milling
wip_holding,1415.6571,78849.0948,Turning_Milling
processing,131954.1146,78927.8498,Turning_Milling
wip_holding,1131.0353,78927.8498,Turning_Milling
processing,114184.4771,78970.7166,QC_Turning
wip_holding,978.7241,78970.7166,QC_Turning
processing,9721.1871,78984.6041,QC_Turning
wip_holding,813.0553,78984.6041,QC_Turning
processing,20349.645,78999.7876,Laser_Marking
wip_holding,174.4255,78999.7876,Laser_Marking
processing,35846.1409,79035.8128,QC_Turning
wip_holding,647.7779,79035.8128,QC_Turning
processing,28584.2031,79040.6221,Laser_Marking
wip_holding,336.1085,79040.6221,Laser_Marking
processing,46746.4918,79066.5683,Lapping
wip_holding,400.6842,79066.5683,Lapping
processing,19769.1344,79068.8638,Laser_Marking
wip_holding,198.3056,79068.8638,Laser_Marking
processing,8371.7045,79080.8233,Lapping
wip_holding,71.7575,79080.8233,Lapping
processing,34445.0908,79130.0306,Round_Grinding
wip_holding,295.2436,79130.0306,Round_Grinding
processing,203671.4928,79182.3248,Turning_Milling
wip_holding,1745.7557,79182.3248,Turning_Milling
processing,134926.0924,79233.3737,Lapping
wip_holding,1156.5094,79233.3737,Lapping
processing,28502.58,79274.0917,Round_Grinding
wip_holding,244.3078,79274.0917,Round_Grinding
processing,152259.1917,79284.0814,Round_Grinding
wip_holding,1305.0788,79284.0814,Round_Grinding
processing,152593.1587,79348.0208,Final_Inspection
wip_holding,1307.9414,79348.0208,Final_Inspection
processing,42000.0,79408.0208,Packing
wip_holding,360.0,79408.0208,Packing
processing,59282.4553,79432.7101,Final_Inspection
wip_holding,951.7103,79432.7101,Final_Inspection
processing,190506.6269,79454.4771,QC_Turning
wip_holding,1632.9139,79454.4771,QC_Turning
processing,13290.1195,79473.463,Laser_Marking
wip_holding,113.9153,79473.463,Laser_Marking
processing,42000.0,79492.7101,Packing
wip_holding,360.0,79492.7101,Packing
processing,21806.3721,79504.615,Lapping
wip_holding,186.9118,79504.615,Lapping
processing,142140.2874,79635.7676,Final_Inspection
wip_holding,2110.1173,79635.7676,Final_Inspection
processing,42000.0,79695.7676,Packing
wip_holding,360.0,79695.7676,Packing
processing,295952.1492,79704.5419,Turning_Milling
wip_holding,2536.7327,79704.5419,Turning_Milling
processing,156543.8014,79928.1759,QC_Turning
wip_holding,1341.804,79928.1759,QC_Turning
processing,300881.3775,79934.4455,Round_Grinding
wip_holding,2578.9832,79934.4455,Round_Grinding
processing,20645.8921,79963.9397,Final_Inspection
wip_holding,176.9648,79963.9397,Final_Inspection
processing,42000.0,80023.9397,Packing
wip_holding,360.0,80023.9397,Packing
processing,171572.8891,80173.28,Laser_Marking
wip_holding,1470.6248,80173.28,Laser_Marking
processing,39174.3144,80229.2433,Lapping
wip_holding,335.7798,80229.2433,Lapping
processing,418047.273,80383.3022,Turning_Milling
wip_holding,3583.2623,80383.3022,Turning_Milling
processing,111312.4419,80388.2611,Round_Grinding
wip_holding,954.1066,80388.2611,Round_Grinding
processing,9223.4497,80401.4375,Final_Inspection
wip_holding,79.0581,80401.4375,Final_Inspection
processing,27411.1881,80422.4611,QC_Turning
wip_holding,234.953,80422.4611,QC_Turning
processing,42000.0,80461.4375,Packing
wip_holding,360.0,80461.4375,Packing
processing,41205.8101,80481.3265,Laser_Marking
wip_holding,353.1927,80481.3265,Laser_Marking
processing,26358.4335,80518.9814,Lapping
wip_holding,225.9294,80518.9814,Lapping
processing,484918.061,80780.9104,Turning_Milling
wip_holding,4156.4405,80780.9104,Turning_Milling
processing,446856.1873,81157.3474,Round_Grinding
wip_holding,3830.1959,81157.3474,Round_Grinding
processing,316138.317,81173.0594,Turning_Milling
wip_holding,2709.757,81173.0594,Turning_Milling
processing,352631.4789,81284.6697,QC_Turning
wip_holding,3022.5555,81284.6697,QC_Turning
processing,149306.6627,81370.6426,Final_Inspection
wip_holding,1279.7714,81370.6426,Final_Inspection
processing,63052.6631,81374.7449,Laser_Marking
wip_holding,540.4514,81374.7449,Laser_Marking
processing,99384.5749,81426.6477,QC_Turning
wip_holding,1521.5297,81426.6477,QC_Turning
processing,42000.0,81430.6426,Packing
wip_holding,360.0,81430.6426,Packing
processing,24125.433,81461.1126,Laser_Marking
wip_holding,206.7894,81461.1126,Laser_Marking
processing,30294.6121,81504.3906,Lapping
wip_holding,259.6681,81504.3906,Lapping
processing,101954.8185,81520.3947,Lapping
wip_holding,873.8984,81520.3947,Lapping
processing,90610.4967,81633.8342,Round_Grinding
wip_holding,776.6614,81633.8342,Round_Grinding
processing,69141.579,81732.6078,Final_Inspection
wip_holding,592.6421,81732.6078,Final_Inspection
processing,159133.9172,81747.7288,Round_Grinding
wip_holding,1364.005,81747.7288,Round_Grinding
processing,190466.5181,81788.4678,Turning_Milling
wip_holding,1632.5702,81788.4678,Turning_Milling
processing,42000.0,81792.6078,Packing
wip_holding,360.0,81792.6078,Packing
processing,37691.4687,81801.5738,Final_Inspection
wip_holding,323.0697,81801.5738,Final_Inspection
processing,44890.6631,81852.5973,QC_Turning
wip_holding,384.7771,81852.5973,QC_Turning
processing,42000.0,81861.5738,Packing
wip_holding,360.0,81861.5738,Packing
processing,8640.7395,81864.9412,Laser_Marking
wip_holding,74.0635,81864.9412,Laser_Marking
processing,248026.0176,81949.7702,Turning_Milling
wip_holding,2125.9373,81949.7702,Turning_Milling
processing,102032.0057,81962.27,Turning_Milling
wip_holding,874.56,81962.27,Turning_Milling
processing,81269.591,81981.0406,Lapping
wip_holding,696.5965,81981.0406,Lapping
processing,68838.8307,82048.1114,QC_Turning
wip_holding,590.0471,82048.1114,QC_Turning
processing,15505.9635,82070.2628,Laser_Marking
wip_holding,132.9083,82070.2628,Laser_Marking
processing,40761.7664,82106.3425,QC_Turning
wip_holding,864.4352,82106.3425,QC_Turning
processing,55316.9132,82149.287,Lapping
wip_holding,474.145,82149.287,Lapping
processing,76887.4498,82216.1817,Laser_Marking
wip_holding,659.0353,82216.1817,Laser_Marking
processing,220264.5148,82295.7042,Round_Grinding
wip_holding,1887.9816,82295.7042,Round_Grinding
processing,106172.8837,82300.9625,Round_Grinding
wip_holding,910.0533,82300.9625,Round_Grinding
processing,87664.2504,82420.9388,Final_Inspection
wip_holding,751.4079,82420.9388,Final_Inspection
processing,161068.0803,82446.279,Lapping
wip_holding,1380.5835,82446.279,Lapping
processing,42000.0,82480.9388,Packing
wip_holding,360.0,82480.9388,Packing
processing,46545.5884,82487.4325,Final_Inspection
wip_holding,1118.8202,82487.4325,Final_Inspection
processing,385449.3696,82509.0261,Turning_Milling
wip_holding,3303.8517,82509.0261,Turning_Milling
processing,42000.0,82547.4325,Packing
wip_holding,360.0,82547.4325,Packing
processing,28414.9996,82549.619,QC_Turning
wip_holding,243.5571,82549.619,QC_Turning
processing,36048.8265,82601.1173,Laser_Marking
wip_holding,308.9899,82601.1173,Laser_Marking
processing,138960.2747,82644.7937,Round_Grinding
wip_holding,1191.0881,82644.7937,Round_Grinding
processing,127671.5177,82783.5052,Lapping
wip_holding,1094.3273,82783.5052,Lapping
processing,111366.2724,82803.8883,Final_Inspection
wip_holding,954.568,82803.8883,Final_Inspection
processing,42000.0,82863.8883,Packing
wip_holding,360.0,82863.8883,Packing
processing,61141.539,82870.8502,Round_Grinding
wip_holding,524.0703,82870.8502,Round_Grinding
processing,156859.7377,82876.4075,Turning_Milling
wip_holding,1344.512,82876.4075,Turning_Milling
processing,13725.805,82890.4585,Final_Inspection
wip_holding,117.6498,82890.4585,Final_Inspection
processing,42000.0,82950.4585,Packing
wip_holding,360.0,82950.4585,Packing
processing,268458.9536,82993.0687,Turning_Milling
wip_holding,2301.0767,82993.0687,Turning_Milling
processing,219413.395,83189.8552,QC_Turning
wip_holding,1880.6862,83189.8552,QC_Turning
processing,52871.7603,83265.3862,QC_Turning
wip_holding,1633.9052,83265.3862,QC_Turning
processing,72435.0575,83293.3338,Laser_Marking
wip_holding,620.8719,83293.3338,Laser_Marking
processing,30535.1004,83336.9554,Lapping
wip_holding,261.7294,83336.9554,Lapping
processing,45544.4158,83358.3973,Laser_Marking
wip_holding,558.0661,83358.3973,Laser_Marking
processing,105988.0399,83488.3669,Round_Grinding
wip_holding,908.4689,83488.3669,Round_Grinding
processing,98776.0684,83499.5059,Lapping
wip_holding,846.652,83499.5059,Lapping
processing,14167.1367,83508.6056,Final_Inspection
wip_holding,121.4326,83508.6056,Final_Inspection
processing,42000.0,83568.6056,Packing
wip_holding,360.0,83568.6056,Packing
processing,339738.336,83751.0954,Turning_Milling
wip_holding,2912.0429,83751.0954,Turning_Milling
processing,56669.5455,83832.0519,QC_Turning
wip_holding,485.739,83832.0519,QC_Turning
processing,36299.8976,83883.9089,Laser_Marking
wip_holding,311.142,83883.9089,Laser_Marking
processing,47175.2383,83951.3021,Lapping
wip_holding,404.3592,83951.3021,Lapping
processing,32008.8989,83997.0291,Round_Grinding
wip_holding,274.362,83997.0291,Round_Grinding
processing,100279.8073,84140.286,Final_Inspection
wip_holding,859.5412,84140.286,Final_Inspection
processing,42000.0,84200.286,Packing
wip_holding,360.0,84200.286,Packing
processing,504468.2699,84220.1749,Round_Grinding
wip_holding,4324.0137,84220.1749,Round_Grinding
processing,19881.6933,84248.5773,Final_Inspection
wip_holding,170.4145,84248.5773,Final_Inspection
processing,156466.4837,84272.1469,Turning_Milling
wip_holding,1341.1413,84272.1469,Turning_Milling
processing,14099.7382,84292.2894,QC_Turning
wip_holding,120.8549,84292.2894,QC_Turning
processing,42000.0,84308.5773,Packing
wip_holding,360.0,84308.5773,Packing
processing,32496.2402,84338.7126,Laser_Marking
wip_holding,278.5392,84338.7126,Laser_Marking
processing,37481.1471,84392.2571,Lapping
wip_holding,321.267,84392.2571,Lapping
processing,135020.6356,84585.1437,Round_Grinding
wip_holding,1157.3197,84585.1437,Round_Grinding
processing,50433.1155,84657.191,Final_Inspection
wip_holding,432.2838,84657.191,Final_Inspection
processing,42000.0,84717.191,Packing
wip_holding,360.0,84717.191,Packing
processing,244345.8814,85591.0272,Turning_Milling
wip_holding,2094.3933,85591.0272,Turning_Milling
processing,45451.5115,85655.958,QC_Turning
wip_holding,389.5844,85655.958,QC_Turning
processing,111029.3154,85814.5713,Laser_Marking
wip_holding,951.6798,85814.5713,Laser_Marking
processing,63764.2736,85905.6631,Lapping
wip_holding,546.5509,85905.6631,Lapping
processing,108663.8325,86060.8971,Round_Grinding
wip_holding,931.4043,86060.8971,Round_Grinding
processing,109170.6546,86216.8552,Final_Inspection
wip_holding,935.7485,86216.8552,Final_Inspection
processing,42000.0,86276.8552,Packing
wip_holding,360.0,86276.8552,Packing
processing,164744.8694,86316.6696,Turning_Milling
wip_holding,1412.0989,86316.6696,Turning_Milling
processing,41326.4749,86375.7074,QC_Turning
wip_holding,354.2269,86375.7074,QC_Turning
processing,54495.0717,86453.5575,Laser_Marking
wip_holding,467.1006,86453.5575,Laser_Marking
processing,13443.1446,86472.762,Lapping
wip_holding,115.227,86472.762,Lapping
processing,348980.783,86720.0071,Turning_Milling
wip_holding,2991.2639,86720.0071,Turning_Milling
processing,273148.2307,86743.1347,Turning_Milling
wip_holding,2341.2705,86743.1347,Turning_Milling
processing,126855.6669,86901.2295,QC_Turning
wip_holding,1087.3343,86901.2295,QC_Turning
processing,26326.949,86938.8394,QC_Turning
wip_holding,1174.2284,86938.8394,QC_Turning
processing,42841.7673,86962.432,Laser_Marking
wip_holding,367.2151,86962.432,Laser_Marking
processing,365629.2382,86995.0895,Round_Grinding
wip_holding,3133.9649,86995.0895,Round_Grinding
processing,14318.1802,87015.5441,Final_Inspection
wip_holding,122.7273,87015.5441,Final_Inspection
processing,50355.8133,87034.3689,Lapping
wip_holding,431.6213,87034.3689,Lapping
processing,42000.0,87075.5441,Packing
wip_holding,360.0,87075.5441,Packing
processing,167678.5774,87082.6698,Turning_Milling
wip_holding,1437.2449,87082.6698,Turning_Milling
processing,56807.3885,87115.5223,Round_Grinding
wip_holding,486.9205,87115.5223,Round_Grinding
processing,116583.6012,87128.98,Laser_Marking
wip_holding,1140.8436,87128.98,Laser_Marking
processing,48736.7914,87152.2938,QC_Turning
wip_holding,417.7439,87152.2938,QC_Turning
processing,441309.9446,87205.6369,Turning_Milling
wip_holding,3782.6567,87205.6369,Turning_Milling
processing,11240.6598,87221.695,QC_Turning
wip_holding,96.3485,87221.695,QC_Turning
processing,80297.6293,87230.2332,Final_Inspection
wip_holding,688.2654,87230.2332,Final_Inspection
processing,56838.0255,87233.491,Laser_Marking
wip_holding,487.1831,87233.491,Laser_Marking
processing,23097.7635,87266.4878,Laser_Marking
wip_holding,268.7569,87266.4878,Laser_Marking
processing,99194.284,87270.6861,Lapping
wip_holding,850.2367,87270.6861,Lapping
processing,27749.6532,87273.1334,Lapping
wip_holding,237.8542,87273.1334,Lapping
processing,42000.0,87290.2332,Packing
wip_holding,360.0,87290.2332,Packing
processing,46109.7913,87336.5572,Round_Grinding
wip_holding,395.2268,87336.5572,Round_Grinding
processing,52915.9126,87346.2803,Lapping
wip_holding,478.7547,87346.2803,Lapping
processing,17221.3847,87361.1592,Final_Inspection
wip_holding,147.6119,87361.1592,Final_Inspection
processing,34574.9274,87418.5228,Turning_Milling
wip_holding,296.3565,87418.5228,Turning_Milling
processing,42000.0,87421.1592,Packing
wip_holding,360.0,87421.1592,Packing
processing,118219.633,87442.0186,Round_Grinding
wip_holding,1013.3111,87442.0186,Round_Grinding
processing,28996.2174,87459.9459,QC_Turning
wip_holding,248.539,87459.9459,QC_Turning
processing,14339.0957,87480.4304,Laser_Marking
wip_holding,122.9065,87480.4304,Laser_Marking
processing,172045.5965,87592.0597,Round_Grinding
wip_holding,1474.6765,87592.0597,Round_Grinding
processing,107875.6147,87634.5384,Lapping
wip_holding,924.6481,87634.5384,Lapping
processing,187188.6758,87709.431,Final_Inspection
wip_holding,1604.4744,87709.431,Final_Inspection
processing,42000.0,87769.431,Packing
wip_holding,360.0,87769.431,Packing
processing,102609.4214,87781.1233,Round_Grinding
wip_holding,879.5093,87781.1233,Round_Grinding
processing,148032.4733,87920.9059,Final_Inspection
wip_holding,1973.0773,87920.9059,Final_Inspection
processing,15932.0474,87943.666,Final_Inspection
wip_holding,975.2564,87943.666,Final_Inspection
processing,42000.0,87980.9059,Packing
wip_holding,360.0,87980.9059,Packing
processing,42000.0,88040.9059,Packing
wip_holding,583.4396,88040.9059,Packing
processing,229480.7368,88125.2134,Turning_Milling
wip_holding,1966.9777,88125.2134,Turning_Milling
processing,33754.6539,88173.4344,QC_Turning
wip_holding,289.3256,88173.4344,QC_Turning
processing,53247.3479,88249.502,Laser_Marking
wip_holding,456.4058,88249.502,Laser_Marking
processing,50283.3567,88321.3354,Lapping
wip_holding,431.0002,88321.3354,Lapping
processing,76399.4443,88430.4775,Round_Grinding
wip_holding,654.8524,88430.4775,Round_Grinding
processing,81594.9213,88547.0416,Final_Inspection
wip_holding,699.385,88547.0416,Final_Inspection
processing,42000.0,88607.0416,Packing
wip_holding,360.0,88607.0416,Packing
processing,346292.8941,88895.2815,Turning_Milling
wip_holding,2968.2248,88895.2815,Turning_Milling
processing,26146.317,88932.6334,QC_Turning
wip_holding,224.1113,88932.6334,QC_Turning
processing,42838.1883,88993.8308,Laser_Marking
wip_holding,367.1845,88993.8308,Laser_Marking
processing,47379.5299,89061.5159,Lapping
wip_holding,406.1103,89061.5159,Lapping
processing,157177.5353,89286.0552,Round_Grinding
wip_holding,1347.236,89286.0552,Round_Grinding
processing,223116.3067,89413.0599,Turning_Milling
wip_holding,1912.4255,89413.0599,Turning_Milling
processing,45673.588,89478.3078,QC_Turning
wip_holding,391.4879,89478.3078,QC_Turning
processing,24332.604,89513.0687,Laser_Marking
wip_holding,208.5652,89513.0687,Laser_Marking
processing,172315.2806,89532.2199,Final_Inspection
wip_holding,1476.9881,89532.2199,Final_Inspection
processing,42000.0,89592.2199,Packing
wip_holding,360.0,89592.2199,Packing
processing,57697.3608,89595.4935,Lapping
wip_holding,494.5488,89595.4935,Lapping
processing,25230.1461,89631.5366,Round_Grinding
wip_holding,216.2584,89631.5366,Round_Grinding
processing,68061.5189,89728.7673,Final_Inspection
wip_holding,583.3844,89728.7673,Final_Inspection
processing,42000.0,89788.7673,Packing
wip_holding,360.0,89788.7673,Packing
processing,349797.6032,90110.4536,Turning_Milling
wip_holding,2998.2652,90110.4536,Turning_Milling
processing,39619.3778,90167.0527,QC_Turning
wip_holding,339.5947,90167.0527,QC_Turning
processing,221794.7423,90170.4011,Turning_Milling
wip_holding,1901.0978,90170.4011,Turning_Milling
processing,20414.398,90196.2161,Laser_Marking
wip_holding,174.9806,90196.2161,Laser_Marking
processing,45411.8666,90235.2752,QC_Turning
wip_holding,389.2446,90235.2752,QC_Turning
processing,35065.2296,90246.3093,Lapping
wip_holding,300.5591,90246.3093,Lapping
processing,83546.7242,90354.6277,Laser_Marking
wip_holding,716.1148,90354.6277,Laser_Marking
processing,52250.7044,90429.2715,Lapping
wip_holding,447.8632,90429.2715,Lapping
processing,109490.7501,90522.6166,Turning_Milling
wip_holding,938.4921,90522.6166,Turning_Milling
processing,226827.3801,90570.3484,Round_Grinding
wip_holding,1944.2347,90570.3484,Round_Grinding
processing,139614.3393,90628.7206,Round_Grinding
wip_holding,1196.6943,90628.7206,Round_Grinding
processing,82467.9496,90640.4279,QC_Turning
wip_holding,706.8681,90640.4279,QC_Turning
processing,63004.3044,90660.3546,Final_Inspection
wip_holding,540.0369,90660.3546,Final_Inspection
processing,27174.476,90699.1753,Final_Inspection
wip_holding,422.7281,90699.1753,Final_Inspection
processing,42409.3921,90701.0128,Laser_Marking
wip_holding,363.5091,90701.0128,Laser_Marking
processing,42000.0,90720.3546,Packing
wip_holding,360.0,90720.3546,Packing
processing,20292.6237,90730.0022,Lapping
wip_holding,173.9368,90730.0022,Lapping
processing,603094.9035,90757.7573,Turning_Milling
wip_holding,5169.3849,90757.7573,Turning_Milling
processing,42000.0,90780.3546,Packing
wip_holding,487.0759,90780.3546,Packing
processing,26950.5015,90796.2581,QC_Turning
wip_holding,231.0043,90796.2581,QC_Turning
processing,27771.6988,90835.9319,Laser_Marking
wip_holding,238.0431,90835.9319,Laser_Marking
processing,19324.3539,90863.5381,Lapping
wip_holding,165.6373,90863.5381,Lapping
processing,111110.8891,90888.7321,Round_Grinding
wip_holding,952.379,90888.7321,Round_Grinding
processing,30709.0916,90932.6022,Final_Inspection
wip_holding,263.2208,90932.6022,Final_Inspection
processing,42000.0,90992.6022,Packing
wip_holding,360.0,90992.6022,Packing
processing,141636.9841,91065.8767,Round_Grinding
wip_holding,1214.0313,91065.8767,Round_Grinding
processing,59356.2892,91150.6714,Final_Inspection
wip_holding,508.7682,91150.6714,Final_Inspection
processing,42000.0,91210.6714,Packing
wip_holding,360.0,91210.6714,Packing
processing,122732.217,91711.4584,Turning_Milling
wip_holding,1051.9904,91711.4584,Turning_Milling
processing,51197.9588,91784.5984,QC_Turning
wip_holding,438.8396,91784.5984,QC_Turning
processing,22748.7666,91817.0966,Laser_Marking
wip_holding,194.9894,91817.0966,Laser_Marking
processing,42800.8427,91878.2407,Lapping
wip_holding,366.8644,91878.2407,Lapping
processing,53614.493,91954.8328,Round_Grinding
wip_holding,459.5528,91954.8328,Round_Grinding
processing,155614.6068,92177.1394,Final_Inspection
wip_holding,1333.8395,92177.1394,Final_Inspection
processing,42000.0,92237.1394,Packing
wip_holding,360.0,92237.1394,Packing
processing,197403.1871,92911.3545,Turning_Milling
wip_holding,1692.0273,92911.3545,Turning_Milling
processing,30312.9145,92954.6587,QC_Turning
wip_holding,259.825,92954.6587,QC_Turning
processing,63129.3327,93044.8434,Laser_Marking
wip_holding,541.1086,93044.8434,Laser_Marking
processing,155487.4774,93053.9157,Turning_Milling
wip_holding,1332.7498,93053.9157,Turning_Milling
processing,71527.936,93147.0262,Lapping
wip_holding,613.0966,93147.0262,Lapping
processing,83868.2754,93173.7275,QC_Turning
wip_holding,718.8709,93173.7275,QC_Turning
processing,26571.4722,93211.6867,Laser_Marking
wip_holding,227.7555,93211.6867,Laser_Marking
processing,28275.7075,93252.0806,Lapping
wip_holding,242.3632,93252.0806,Lapping
processing,111076.0639,93305.7063,Round_Grinding
