product_id,stage_name,stage_start,stage_end,wait_time_min,process_time_min,defect_occurred
63,Round_Grinding,32675.7305,32789.3528,0.0,113.6223,False
63,Final_Inspection,32789.3528,33041.6438,0.0,252.291,False
63,Packing,33041.6438,33101.6438,0.0,60.0,False
64,Turning_Milling,33208.8615,33755.6442,0.0,546.7827,False
64,QC_Turning,33755.6442,33771.3388,0.0,15.6946,False
64,Laser_Marking,33771.3388,33959.7868,0.0,188.448,False
65,Turning_Milling,33550.2456,33979.1909,0.0,428.9453,False
65,QC_Turning,33979.1909,34010.7701,0.0,31.5792,False
65,Laser_Marking,34010.7701,34061.5856,0.0,50.8155,False
65,Lapping,34061.5856,34152.2033,0.0,90.6177,False
64,Lapping,33959.7868,34155.7643,0.0,195.9775,False
64,Round_Grinding,34155.7643,34294.7542,0.0,138.9899,False
65,Round_Grinding,34152.2033,34446.9026,0.0,294.6994,False
64,Final_Inspection,34294.7542,34548.1314,0.0,253.3772,False
65,Final_Inspection,34548.1314,34597.0447,101.2288,48.9133,False
64,Packing,34548.1314,34608.1314,0.0,60.0,False
65,Packing,34608.1314,34668.1314,11.0867,60.0,False
66,Turning_Milling,34200.3064,34785.9393,0.0,585.6329,False
66,QC_Turning,34785.9393,34910.5862,0.0,124.6469,False
66,Laser_Marking,34910.5862,34959.8123,0.0,49.2261,False
66,Lapping,34959.8123,35042.2203,0.0,82.408,False
66,Round_Grinding,35042.2203,35377.7763,0.0,335.556,False
66,Final_Inspection,35377.7763,35619.0386,0.0,241.2623,False
66,Packing,35619.0386,35679.0386,0.0,60.0,False
67,Turning_Milling,35393.9902,35701.8977,0.0,307.9075,False
68,Turning_Milling,35410.325,35739.0709,0.0,328.7459,False
69,Turning_Milling,35716.1278,35901.8985,0.0,185.7706,False
67,QC_Turning,35701.8977,35933.3069,0.0,231.4092,False
68,QC_Turning,35933.3069,35986.6169,194.2359,53.31,False
67,Laser_Marking,35933.3069,35988.3779,0.0,55.071,False
67,Lapping,35988.3779,36021.3143,0.0,32.9365,False
69,QC_Turning,35986.6169,36027.6564,84.7184,41.0396,False
68,Laser_Marking,35988.3779,36032.0328,1.761,43.6549,False
68,Lapping,36032.0328,36055.9182,0.0,23.8854,False
69,Laser_Marking,36032.0328,36057.6751,4.3763,25.6423,False
69,Lapping,36057.6751,36152.3495,0.0,94.6743,False
67,Round_Grinding,36021.3143,36223.934,0.0,202.6197,False
68,Round_Grinding,36055.9182,36230.1462,0.0,174.228,False
69,Round_Grinding,36152.3495,36291.5844,0.0,139.2349,False
67,Final_Inspection,36223.934,36593.5862,0.0,369.6522,False
67,Packing,36593.5862,36653.5862,0.0,60.0,False
70,Turning_Milling,36371.6775,36854.2547,0.0,482.5772,False
68,Final_Inspection,36593.5862,36899.4699,363.44,305.8836,False
71,Turning_Milling,36808.2896,36917.0185,0.0,108.7289,False
70,QC_Turning,36854.2547,36919.2619,0.0,65.0072,False
69,Final_Inspection,36899.4699,36942.1856,607.8855,42.7157,False
68,Packing,36899.4699,36959.4699,0.0,60.0,False
70,Laser_Marking,36919.2619,36965.2935,0.0,46.0316,False
69,Packing,36959.4699,37019.4699,17.2843,60.0,False
71,QC_Turning,36919.2619,37020.269,2.2435,101.007,False
70,Lapping,36965.2935,37035.0309,0.0,69.7375,False
71,Laser_Marking,37020.269,37067.5405,0.0,47.2716,False
71,Lapping,37067.5405,37273.5307,0.0,205.9901,False
70,Round_Grinding,37035.0309,37289.7227,0.0,254.6918,False
70,Final_Inspection,37289.7227,37315.3719,0.0,25.6492,False
71,Round_Grinding,37273.5307,37318.3592,0.0,44.8286,False
70,Packing,37315.3719,37375.3719,0.0,60.0,False
71,Final_Inspection,37318.3592,37521.0343,0.0,202.6751,False
71,Packing,37521.0343,37581.0343,0.0,60.0,False
72,Turning_Milling,37287.6144,38117.2641,0.0,829.6497,False
72,QC_Turning,38117.2641,38163.1315,0.0,45.8675,False
72,Laser_Marking,38163.1315,38211.1774,0.0,48.0458,False
75,Turning_Milling,38120.203,38265.1987,0.0,144.9957,False
73,Turning_Milling,37923.3643,38276.6184,0.0,353.254,False
74,Turning_Milling,38029.4566,38325.7275,0.0,296.2709,False
72,Lapping,38211.1774,38395.9402,0.0,184.7628,False
75,QC_Turning,38265.1987,38529.8421,0.0,264.6434,False
73,QC_Turning,38529.8421,38571.5303,253.2237,41.6882,False
75,Laser_Marking,38529.8421,38594.9633,0.0,65.1213,False
74,QC_Turning,38571.5303,38614.8824,245.8028,43.3521,False
73,Laser_Marking,38594.9633,38628.4346,23.4331,33.4713,False
74,Laser_Marking,38628.4346,38643.8912,13.5522,15.4567,False
73,Lapping,38628.4346,38652.6883,0.0,24.2537,False
75,Lapping,38594.9633,38666.9648,0.0,72.0015,False
76,Turning_Milling,38419.9977,38680.4979,0.0,260.5002,False
72,Round_Grinding,38395.9402,38703.2025,0.0,307.2623,False
74,Lapping,38652.6883,38744.955,8.797,92.2667,False
77,Turning_Milling,38580.6295,38750.8954,0.0,170.2659,False
76,QC_Turning,38680.4979,38863.7341,0.0,183.2362,False
73,Round_Grinding,38652.6883,38878.2483,0.0,225.56,False
72,Final_Inspection,38703.2025,38913.9997,0.0,210.7972,False
76,Laser_Marking,38863.7341,38914.5471,0.0,50.813,False
76,Lapping,38914.5471,38944.9384,0.0,30.3913,False
74,Round_Grinding,38744.955,38949.058,0.0,204.103,False
72,Packing,38913.9997,38973.9997,0.0,60.0,False
76,Round_Grinding,38944.9384,38984.4006,0.0,39.4622,False
75,Round_Grinding,38666.9648,39072.2983,0.0,405.3335,False
77,QC_Turning,38863.7341,39076.0463,112.8387,212.3122,False
73,Final_Inspection,38913.9997,39118.3161,35.7514,204.3164,False
77,Laser_Marking,39076.0463,39139.6138,0.0,63.5675,False
73,Packing,39118.3161,39178.3161,0.0,60.0,False
77,Lapping,39139.6138,39183.6527,0.0,44.0389,False
78,Turning_Milling,38851.635,39277.1898,0.0,425.5548,False
77,Round_Grinding,39183.6527,39294.7076,0.0,111.0549,False
78,QC_Turning,39277.1898,39299.367,0.0,22.1771,True
74,Final_Inspection,39118.3161,39326.6603,169.2581,208.3443,False
76,Final_Inspection,39326.6603,39367.5172,342.2597,40.8569,False
78,Laser_Marking,39299.367,39381.4365,0.0,82.0696,False
74,Packing,39326.6603,39386.6603,0.0,60.0,False
78,Lapping,39381.4365,39416.1392,0.0,34.7027,False
75,Final_Inspection,39367.5172,39431.4328,295.2189,63.9156,False
76,Packing,39386.6603,39446.6603,19.1431,60.0,False
75,Packing,39446.6603,39506.6603,15.2275,60.0,False
77,Final_Inspection,39431.4328,39509.5682,136.7252,78.1354,False
77,Packing,39509.5682,39569.5682,0.0,60.0,False
78,Round_Grinding,39416.1392,39625.659,0.0,209.5198,False
78,Final_Inspection,39625.659,39656.7681,0.0,31.1091,False
78,Packing,39656.7681,39716.7681,0.0,60.0,False
79,Turning_Milling,40417.5867,40495.8496,0.0,78.2629,False
79,QC_Turning,40495.8496,40567.6218,0.0,71.7722,False
79,Laser_Marking,40567.6218,40614.8903,0.0,47.2685,False
79,Lapping,40614.8903,40700.2233,0.0,85.333,False
80,Turning_Milling,40888.8955,40981.5144,0.0,92.6188,False
79,Round_Grinding,40700.2233,41034.3927,0.0,334.1694,False
80,QC_Turning,40981.5144,41090.4209,0.0,108.9065,False
80,Laser_Marking,41090.4209,41128.4078,0.0,37.9869,False
80,Lapping,41128.4078,41170.7222,0.0,42.3144,False
79,Final_Inspection,41034.3927,41218.8258,0.0,184.4331,False
80,Round_Grinding,41170.7222,41226.8807,0.0,56.1585,False
79,Packing,41218.8258,41278.8258,0.0,60.0,False
80,Final_Inspection,41226.8807,41401.155,0.0,174.2743,False
81,Turning_Milling,41235.2265,41428.2429,0.0,193.0163,False
80,Packing,41401.155,41461.155,0.0,60.0,False
81,QC_Turning,41428.2429,41525.5832,0.0,97.3403,True
81,Laser_Marking,41525.5832,41546.5469,0.0,20.9637,False
81,Lapping,41546.5469,41632.3108,0.0,85.7639,False
81,Round_Grinding,41632.3108,41737.4087,0.0,105.0979,False
81,Final_Inspection,41737.4087,41791.1053,0.0,53.6966,False
81,Packing,41791.1053,41851.1053,0.0,60.0,False
83,Turning_Milling,41967.7246,42173.9974,0.0,206.2728,False
82,Turning_Milling,41836.76,42186.0703,0.0,349.3103,False
83,QC_Turning,42173.9974,42237.8153,0.0,63.8178,False
83,Laser_Marking,42237.8153,42299.5511,0.0,61.7359,False
83,Lapping,42299.5511,42315.98,0.0,16.4289,False
82,QC_Turning,42237.8153,42342.0737,51.745,104.2584,False
82,Laser_Marking,42342.0737,42401.4291,0.0,59.3553,False
83,Round_Grinding,42315.98,42445.8068,0.0,129.8267,False
83,Final_Inspection,42445.8068,42520.3623,0.0,74.5556,False
83,Packing,42520.3623,42580.3623,0.0,60.0,False
82,Lapping,42401.4291,42638.7043,0.0,237.2752,False
82,Round_Grinding,42638.7043,42774.455,0.0,135.7507,False
82,Final_Inspection,42774.455,42819.1464,0.0,44.6915,False
82,Packing,42819.1464,42879.1464,0.0,60.0,False
85,Turning_Milling,43431.1426,43760.0909,0.0,328.9483,False
85,QC_Turning,43760.0909,43880.3808,0.0,120.2899,False
85,Laser_Marking,43880.3808,43890.5191,0.0,10.1383,False
85,Lapping,43890.5191,43978.5517,0.0,88.0326,False
85,Round_Grinding,43978.5517,44054.7339,0.0,76.1822,False
85,Final_Inspection,44054.7339,44346.0713,0.0,291.3374,False
85,Packing,44346.0713,44406.0713,0.0,60.0,False
84,Turning_Milling,42733.3711,44958.3436,0.0,2224.9725,False
84,QC_Turning,44958.3436,45021.3701,0.0,63.0265,False
84,Laser_Marking,45021.3701,45058.3044,0.0,36.9343,False
86,Turning_Milling,44880.5089,45072.3523,0.0,191.8434,False
86,QC_Turning,45072.3523,45111.5658,0.0,39.2135,False
84,Lapping,45058.3044,45112.6891,0.0,54.3847,False
84,Round_Grinding,45112.6891,45202.1398,0.0,89.4507,False
86,Laser_Marking,45111.5658,45263.5204,0.0,151.9546,False
86,Lapping,45263.5204,45370.6249,0.0,107.1045,False
84,Final_Inspection,45202.1398,45408.0604,0.0,205.9206,False
84,Packing,45408.0604,45468.0604,0.0,60.0,False
86,Round_Grinding,45370.6249,45629.5548,0.0,258.9298,False
87,Turning_Milling,45313.4087,45642.6327,0.0,329.2239,False
87,QC_Turning,45642.6327,45823.1103,0.0,180.4776,False
87,Laser_Marking,45823.1103,45900.1657,0.0,77.0554,False
86,Final_Inspection,45629.5548,45914.6643,0.0,285.1096,False
87,Lapping,45900.1657,45946.4869,0.0,46.3212,False
86,Packing,45914.6643,45974.6643,0.0,60.0,False
87,Round_Grinding,45946.4869,46108.0244,0.0,161.5375,False
87,Final_Inspection,46108.0244,46199.109,0.0,91.0846,False
87,Packing,46199.109,46259.109,0.0,60.0,False
88,Turning_Milling,47240.8979,47913.1994,0.0,672.3015,False
88,QC_Turning,47913.1994,47946.6576,0.0,33.4582,False
88,Laser_Marking,47946.6576,48022.3472,0.0,75.6896,False
88,Lapping,48022.3472,48077.2751,0.0,54.9279,False
88,Round_Grinding,48077.2751,48809.5786,0.0,732.3034,False
88,Final_Inspection,48809.5786,48845.1537,0.0,35.5751,False
88,Packing,48845.1537,48905.1537,0.0,60.0,False
89,Turning_Milling,49393.6084,49505.6942,0.0,112.0858,False
89,QC_Turning,49505.6942,49571.7931,0.0,66.0989,False
89,Laser_Marking,49571.7931,49616.4731,0.0,44.6799,False
89,Lapping,49616.4731,49698.6872,0.0,82.2141,False
90,Turning_Milling,49398.9969,49806.6632,0.0,407.6663,False
90,QC_Turning,49806.6632,49860.5174,0.0,53.8542,False
90,Laser_Marking,49860.5174,49873.857,0.0,13.3396,False
89,Round_Grinding,49698.6872,49956.4337,0.0,257.7465,False
90,Lapping,49873.857,49988.6968,0.0,114.8398,False
90,Round_Grinding,49988.6968,50052.7803,0.0,64.0835,False
89,Final_Inspection,49956.4337,50110.7971,0.0,154.3634,False
90,Final_Inspection,50110.7971,50144.7446,58.0168,33.9475,False
89,Packing,50110.7971,50170.7971,0.0,60.0,False
90,Packing,50170.7971,50230.7971,26.0525,60.0,False
91,Turning_Milling,50269.6671,50504.6376,0.0,234.9705,False
91,QC_Turning,50504.6376,50654.5489,0.0,149.9113,False
93,Turning_Milling,50607.579,50667.5911,0.0,60.0121,False
93,QC_Turning,50667.5911,50722.7043,0.0,55.1131,False
91,Laser_Marking,50654.5489,50723.5914,0.0,69.0425,False
92,Turning_Milling,50286.7337,50726.5633,0.0,439.8295,False
93,Laser_Marking,50723.5914,50737.8698,0.8871,14.2784,False
93,Lapping,50737.8698,50773.3359,0.0,35.4661,False
91,Lapping,50723.5914,50782.7727,0.0,59.1813,False
95,Turning_Milling,50659.1126,50783.4247,0.0,124.3121,False
92,QC_Turning,50726.5633,50798.4556,0.0,71.8923,False
92,Laser_Marking,50798.4556,50823.2335,0.0,24.7779,False
94,Turning_Milling,50656.1566,50825.3688,0.0,169.2122,False
95,QC_Turning,50798.4556,50841.9196,15.0309,43.4641,False
93,Round_Grinding,50773.3359,50857.8466,0.0,84.5107,False
92,Lapping,50823.2335,50863.0746,0.0,39.8411,False
91,Round_Grinding,50782.7727,50880.9981,0.0,98.2254,False
95,Laser_Marking,50841.9196,50886.8322,0.0,44.9126,False
93,Final_Inspection,50857.8466,50892.4625,0.0,34.6158,False
92,Round_Grinding,50863.0746,50920.3434,0.0,57.2688,False
96,Turning_Milling,50739.7815,50949.6032,0.0,209.8217,False
93,Packing,50892.4625,50952.4625,0.0,60.0,False
95,Lapping,50886.8322,50978.8027,0.0,91.9704,False
94,QC_Turning,50841.9196,51009.068,16.5508,167.1484,False
97,Turning_Milling,50776.8717,51050.1838,0.0,273.3121,False
95,Round_Grinding,50978.8027,51052.3746,0.0,73.5719,False
94,Laser_Marking,51009.068,51065.4761,0.0,56.4081,False
96,QC_Turning,51009.068,51141.0127,59.4648,131.9447,False
91,Final_Inspection,50892.4625,51152.5437,11.4644,260.0812,False
92,Final_Inspection,51152.5437,51166.7704,232.2002,14.2267,False
97,QC_Turning,51141.0127,51188.143,90.8289,47.1303,False
91,Packing,51152.5437,51212.5437,0.0,60.0,False
96,Laser_Marking,51141.0127,51215.8204,0.0,74.8077,False
97,Laser_Marking,51215.8204,51244.6086,27.6774,28.7882,False
92,Packing,51212.5437,51272.5437,45.7733,60.0,False
96,Lapping,51215.8204,51283.3845,0.0,67.5641,False
95,Final_Inspection,51166.7704,51284.3561,114.3958,117.5858,False
95,Packing,51284.3561,51344.3561,0.0,60.0,False
97,Lapping,51283.3845,51360.5969,38.7759,77.2123,False
94,Lapping,51065.4761,51391.6813,0.0,326.2052,False
97,Round_Grinding,51360.5969,51434.3682,0.0,73.7714,False
97,Final_Inspection,51434.3682,51474.3567,0.0,39.9885,False
94,Round_Grinding,51391.6813,51480.9088,0.0,89.2275,False
96,Round_Grinding,51283.3845,51481.6803,0.0,198.2958,False
97,Packing,51474.3567,51534.3567,0.0,60.0,False
98,Turning_Milling,51333.5433,51572.6919,0.0,239.1486,False
94,Final_Inspection,51480.9088,51605.6692,0.0,124.7603,False
94,Packing,51605.6692,51665.6692,0.0,60.0,False
98,QC_Turning,51572.6919,51678.5861,0.0,105.8943,False
98,Laser_Marking,51678.5861,51710.7418,0.0,32.1557,False
96,Final_Inspection,51605.6692,51761.9468,123.9888,156.2776,False
96,Packing,51761.9468,51821.9468,0.0,60.0,False
100,Turning_Milling,51953.2871,52054.8961,0.0,101.609,False
100,QC_Turning,52054.8961,52147.3145,0.0,92.4184,False
99,Turning_Milling,51837.5768,52155.3315,0.0,317.7547,False
100,Laser_Marking,52147.3145,52174.2182,0.0,26.9037,False
99,QC_Turning,52155.3315,52226.191,0.0,70.8594,False
100,Lapping,52174.2182,52284.5588,0.0,110.3405,False
98,Lapping,51710.7418,52309.2014,0.0,598.4597,False
99,Laser_Marking,52226.191,52356.9341,0.0,130.7431,False
98,Round_Grinding,52309.2014,52395.2941,0.0,86.0927,False
98,Final_Inspection,52395.2941,52434.1974,0.0,38.9033,False
99,Lapping,52356.9341,52489.2686,0.0,132.3345,False
98,Packing,52434.1974,52494.1974,0.0,60.0,False
100,Round_Grinding,52284.5588,52524.714,0.0,240.1552,False
100,Final_Inspection,52524.714,52604.0323,0.0,79.3183,False
100,Packing,52604.0323,52664.0323,0.0,60.0,False
101,Turning_Milling,52493.6578,52729.3165,0.0,235.6587,False
99,Round_Grinding,52489.2686,52815.6038,0.0,326.3353,False
99,Final_Inspection,52815.6038,52944.9528,0.0,129.3489,False
101,QC_Turning,52729.3165,52980.0634,0.0,250.7469,False
101,Laser_Marking,52980.0634,53002.7633,0.0,22.6999,False
99,Packing,52944.9528,53004.9528,0.0,60.0,False
101,Lapping,53002.7633,53028.0718,0.0,25.3085,False
102,Turning_Milling,52953.0402,53124.7721,0.0,171.7319,False
102,QC_Turning,53124.7721,53231.8176,0.0,107.0455,False
103,Turning_Milling,53002.0091,53256.9089,0.0,254.8998,False
102,Laser_Marking,53231.8176,53273.9163,0.0,42.0987,False
101,Round_Grinding,53028.0718,53330.4908,0.0,302.419,False
103,QC_Turning,53256.9089,53364.4785,0.0,107.5696,False
102,Lapping,53273.9163,53364.8361,0.0,90.9198,False
103,Laser_Marking,53364.4785,53394.4884,0.0,30.0099,False
103,Lapping,53394.4884,53426.1279,0.0,31.6394,False
101,Final_Inspection,53330.4908,53435.4903,0.0,104.9995,False
103,Round_Grinding,53426.1279,53484.6589,0.0,58.531,False
102,Round_Grinding,53364.8361,53495.4447,0.0,130.6086,False
101,Packing,53435.4903,53495.4903,0.0,60.0,False
103,Final_Inspection,53484.6589,53619.1156,0.0,134.4568,False
102,Final_Inspection,53619.1156,53669.3836,123.671,50.268,False
103,Packing,53619.1156,53679.1156,0.0,60.0,False
102,Packing,53679.1156,53739.1156,9.732,60.0,False
104,Turning_Milling,53826.0704,54071.0534,0.0,244.983,False
104,QC_Turning,54071.0534,54356.2881,0.0,285.2347,False
105,Turning_Milling,53881.525,54398.1925,0.0,516.6676,False
104,Laser_Marking,54356.2881,54404.718,0.0,48.4299,False
105,QC_Turning,54398.1925,54433.703,0.0,35.5104,False
104,Lapping,54404.718,54447.6515,0.0,42.9335,False
106,Turning_Milling,54142.894,54463.7329,0.0,320.8389,False
105,Laser_Marking,54433.703,54478.5565,0.0,44.8535,False
105,Lapping,54478.5565,54580.8789,0.0,102.3224,False
106,QC_Turning,54463.7329,54625.715,0.0,161.9821,True
106,Laser_Marking,54625.715,54644.575,0.0,18.86,False
106,Lapping,54644.575,54682.2639,0.0,37.6889,False
105,Round_Grinding,54580.8789,54684.5535,0.0,103.6746,False
105,Final_Inspection,54684.5535,54732.2516,0.0,47.6981,False
104,Round_Grinding,54447.6515,54766.1564,0.0,318.5049,False
108,Turning_Milling,54589.2074,54790.4078,0.0,201.2004,False
105,Packing,54732.2516,54792.2516,0.0,60.0,False
104,Final_Inspection,54766.1564,54797.0617,0.0,30.9053,True
106,Round_Grinding,54682.2639,54833.0312,0.0,150.7673,False
104,Packing,54797.0617,54857.0617,0.0,60.0,False
106,Final_Inspection,54833.0312,54871.6763,0.0,38.6451,False
108,QC_Turning,54790.4078,54884.2143,0.0,93.8065,False
106,Packing,54871.6763,54931.6763,0.0,60.0,False
107,Turning_Milling,54490.9523,54965.8023,0.0,474.85,False
108,Laser_Marking,54884.2143,54977.9394,0.0,93.7251,False
107,QC_Turning,54965.8023,54981.949,0.0,16.1467,False
109,Turning_Milling,54691.898,55089.3095,0.0,397.4115,False
110,Turning_Milling,54905.2399,55091.6238,0.0,186.3839,False
108,Lapping,54977.9394,55128.9255,0.0,150.9861,False
107,Laser_Marking,54981.949,55131.361,0.0,149.412,False
109,QC_Turning,55089.3095,55156.0691,0.0,66.7596,False
110,QC_Turning,55156.0691,55219.2802,64.4454,63.2111,False
108,Round_Grinding,55128.9255,55258.152,0.0,129.2265,False
109,Laser_Marking,55156.0691,55277.0617,0.0,120.9926,False
110,Laser_Marking,55277.0617,55300.4341,57.7815,23.3724,False
109,Lapping,55277.0617,55353.7864,0.0,76.7247,False
110,Lapping,55353.7864,55403.4443,53.3524,49.6578,False
107,Lapping,55131.361,55405.5624,0.0,274.2014,False
108,Final_Inspection,55258.152,55494.9917,0.0,236.8397,False
110,Round_Grinding,55403.4443,55508.1823,0.0,104.7381,False
109,Round_Grinding,55353.7864,55542.5459,0.0,188.7595,False
108,Packing,55494.9917,55554.9917,0.0,60.0,False
107,Round_Grinding,55405.5624,55782.8184,0.0,377.256,False
110,Final_Inspection,55508.1823,55850.8551,0.0,342.6728,False
110,Packing,55850.8551,55910.8551,0.0,60.0,False
109,Final_Inspection,55850.8551,56076.8385,308.3092,225.9833,False
107,Final_Inspection,56076.8385,56108.9591,294.0201,32.1207,False
109,Packing,56076.8385,56136.8385,0.0,60.0,False
107,Packing,56136.8385,56196.8385,27.8793,60.0,False
111,Turning_Milling,56780.0226,57107.4102,0.0,327.3876,False
111,QC_Turning,57107.4102,57197.5773,0.0,90.1671,False
111,Laser_Marking,57197.5773,57249.606,0.0,52.0288,False
111,Lapping,57249.606,57292.7228,0.0,43.1167,False
111,Round_Grinding,57292.7228,57573.5581,0.0,280.8353,False
111,Final_Inspection,57573.5581,57632.1537,0.0,58.5956,False
111,Packing,57632.1537,57692.1537,0.0,60.0,False
112,Turning_Milling,57548.1954,57811.1425,0.0,262.9471,False
112,QC_Turning,57811.1425,57853.5513,0.0,42.4088,False
112,Laser_Marking,57853.5513,57917.8182,0.0,64.2669,False
112,Lapping,57917.8182,57955.0247,0.0,37.2065,False
112,Round_Grinding,57955.0247,58399.6207,0.0,444.596,False
113,Turning_Milling,58255.2538,58463.6185,0.0,208.3647,False
113,QC_Turning,58463.6185,58507.1336,0.0,43.5152,False
113,Laser_Marking,58507.1336,58525.2624,0.0,18.1287,False
112,Final_Inspection,58399.6207,58526.6221,0.0,127.0014,False
112,Packing,58526.6221,58586.6221,0.0,60.0,False
113,Lapping,58525.2624,58681.9891,0.0,156.7267,False
113,Round_Grinding,58681.9891,58754.9469,0.0,72.9578,False
113,Final_Inspection,58754.9469,58870.1454,0.0,115.1985,False
113,Packing,58870.1454,58930.1454,0.0,60.0,False
114,Turning_Milling,59021.1732,59376.7807,0.0,355.6075,False
114,QC_Turning,59376.7807,59430.0757,0.0,53.295,False
114,Laser_Marking,59430.0757,59583.5768,0.0,153.5011,False
114,Lapping,59583.5768,59605.7448,0.0,22.168,False
114,Round_Grinding,59605.7448,59772.1317,0.0,166.3869,False
114,Final_Inspection,59772.1317,59888.0126,0.0,115.8808,False
114,Packing,59888.0126,59948.0126,0.0,60.0,False
115,Turning_Milling,59861.6992,60119.5457,0.0,257.8465,False
115,QC_Turning,60119.5457,60134.4871,0.0,14.9414,False
115,Laser_Marking,60134.4871,60165.235,0.0,30.7479,False
115,Lapping,60165.235,60388.7233,0.0,223.4883,False
115,Round_Grinding,60388.7233,60513.2899,0.0,124.5666,False
115,Final_Inspection,60513.2899,60721.4892,0.0,208.1993,False
115,Packing,60721.4892,60781.4892,0.0,60.0,False
116,Turning_Milling,61153.2277,61342.6864,0.0,189.4587,False
116,QC_Turning,61342.6864,61376.73,0.0,34.0435,False
116,Laser_Marking,61376.73,61404.0486,0.0,27.3187,False
117,Turning_Milling,61509.3128,61701.3999,0.0,192.0871,False
117,QC_Turning,61701.3999,61742.3696,0.0,40.9697,False
116,Lapping,61404.0486,61757.8713,0.0,353.8227,False
117,Laser_Marking,61742.3696,61760.8923,0.0,18.5227,False
117,Lapping,61760.8923,61885.4151,0.0,124.5228,False
117,Round_Grinding,61885.4151,61995.8318,0.0,110.4167,False
116,Round_Grinding,61757.8713,62009.2375,0.0,251.3661,False
117,Final_Inspection,61995.8318,62094.3239,0.0,98.492,False
117,Packing,62094.3239,62154.3239,0.0,60.0,False
116,Final_Inspection,62094.3239,62316.5681,85.0864,222.2443,False
116,Packing,62316.5681,62376.5681,0.0,60.0,False
118,Turning_Milling,62535.0294,62624.9364,0.0,89.907,False
118,QC_Turning,62624.9364,62741.2289,0.0,116.2925,False
118,Laser_Marking,62741.2289,62769.6608,0.0,28.4319,False
118,Lapping,62769.6608,62826.0228,0.0,56.362,False
118,Round_Grinding,62826.0228,62949.2626,0.0,123.2398,False
119,Turning_Milling,62763.6147,63050.2808,0.0,286.6661,False
119,QC_Turning,63050.2808,63099.2157,0.0,48.935,False
119,Laser_Marking,63099.2157,63138.542,0.0,39.3262,False
118,Final_Inspection,62949.2626,63199.0947,0.0,249.8321,False
119,Lapping,63138.542,63240.3656,0.0,101.8237,False
118,Packing,63199.0947,63259.0947,0.0,60.0,False
120,Turning_Milling,62949.9261,63346.5812,0.0,396.6551,False
120,QC_Turning,63346.5812,63463.672,0.0,117.0908,False
119,Round_Grinding,63240.3656,63534.8776,0.0,294.512,False
120,Laser_Marking,63463.672,63612.0946,0.0,148.4226,False
120,Lapping,63612.0946,63833.3691,0.0,221.2745,False
119,Final_Inspection,63534.8776,63867.1111,0.0,332.2334,False
119,Packing,63867.1111,63927.1111,0.0,60.0,False
120,Round_Grinding,63833.3691,63999.345,0.0,165.9759,False
121,Turning_Milling,63869.4677,64030.3539,0.0,160.8862,False
121,QC_Turning,64030.3539,64216.599,0.0,186.2452,False
121,Laser_Marking,64216.599,64256.8429,0.0,40.2439,False
121,Lapping,64256.8429,64296.9541,0.0,40.1111,False
120,Final_Inspection,63999.345,64340.8599,0.0,341.5149,False
121,Round_Grinding,64296.9541,64392.053,0.0,95.0989,False
120,Packing,64340.8599,64400.8599,0.0,60.0,False
121,Final_Inspection,64392.053,64618.5729,0.0,226.5199,False
122,Turning_Milling,64293.6709,64659.4187,0.0,365.7478,False
121,Packing,64618.5729,64678.5729,0.0,60.0,False
122,QC_Turning,64659.4187,64684.0771,0.0,24.6584,False
122,Laser_Marking,64684.0771,64874.2839,0.0,190.2069,False
122,Lapping,64874.2839,64921.8885,0.0,47.6046,False
122,Round_Grinding,64921.8885,65042.5235,0.0,120.635,True
122,Final_Inspection,65042.5235,65090.7166,0.0,48.193,False
122,Packing,65090.7166,65150.7166,0.0,60.0,False
123,Turning_Milling,65184.3396,65359.983,0.0,175.6433,False
123,QC_Turning,65359.983,65410.7152,0.0,50.7322,False
123,Laser_Marking,65410.7152,65470.3151,0.0,59.5999,False
123,Lapping,65470.3151,65622.0879,0.0,151.7727,False
124,Turning_Milling,65569.9026,65709.7974,0.0,139.8949,False
124,QC_Turning,65709.7974,65746.9294,0.0,37.132,False
123,Round_Grinding,65622.0879,65848.1212,0.0,226.0333,False
124,Laser_Marking,65746.9294,65866.0248,0.0,119.0954,False
123,Final_Inspection,65848.1212,65906.1731,0.0,58.0519,False
123,Packing,65906.1731,65966.1731,0.0,60.0,False
124,Lapping,65866.0248,66008.823,0.0,142.7982,False
124,Round_Grinding,66008.823,66157.2063,0.0,148.3833,False
124,Final_Inspection,66157.2063,66257.5684,0.0,100.3621,False
124,Packing,66257.5684,66317.5684,0.0,60.0,False
125,Turning_Milling,67289.1665,67454.8055,0.0,165.639,False
125,QC_Turning,67454.8055,67536.9139,0.0,82.1084,False
125,Laser_Marking,67536.9139,67564.5093,0.0,27.5954,False
125,Lapping,67564.5093,67616.8886,0.0,52.3794,False
127,Turning_Milling,67600.9887,67716.4434,0.0,115.4547,False
127,QC_Turning,67716.4434,67765.3976,0.0,48.9542,False
127,Laser_Marking,67765.3976,67801.3892,0.0,35.9916,False
125,Round_Grinding,67616.8886,67870.0909,0.0,253.2023,False
127,Lapping,67801.3892,67940.5784,0.0,139.1893,False
126,Turning_Milling,67484.9795,67968.2496,0.0,483.2701,False
127,Round_Grinding,67940.5784,68016.9832,0.0,76.4048,False
125,Final_Inspection,67870.0909,68163.3497,0.0,293.2588,False
